project_id,project_name,sector,ministry,state,district,implementing_agency,sanctioned_cost,revised_cost,actual_expenditure,sanctioned_duration,actual_duration,start_date,expected_end_date,revised_end_date,physical_progress,financial_progress,contractor_name,revision_count,funding_source,land_acquisition_status,environment_clearance,forest_clearance,utility_shifting_status,tender_type,no_of_extensions,last_inspection_date,inspection_score,disputes_count,cost_overrun_flag,time_overrun_flag,cost_overrun_pct,time_overrun_pct,risk_score,risk_category
PROJ-618069,Upgradation to Two-lane with paved shoulder of Hanumangarh to Kenchiyan section from Km 0.000existing chainage-Km 23.200 to Km 49.605existing chainage-Km 74.645 of NH-54 in the State of Rajasthan on EPC mode.,Roads & Highways,Ministry of Road Transport & Highways,Rajasthan,Jaipur,MoRTH,335.0,335.0,0.0,54,54,2022-03-24,2026-10-03,2026-10-03,72.0,0.0,Dilip Buildcon Ltd,0,State,Complete,Obtained,Obtained,Complete,Open,0,2026-02-07,9.6,0,0,0,0.0,0.0,8.0,Low
PROJ-619203,Vadape to Thane from km 539.202 to km 563.000 section of NH-3 new NH-848,Roads & Highways,Ministry of Road Transport & Highways,Maharashtra,Thane,NHAI,1253.0,1371.27,491.86,40,103,2018-03-26,2021-07-18,2026-10-31,87.0,35.87,GMR Infrastructure,3,State,Complete,Pending,Pending,Not Started,Limited,3,2026-07-30,5.6,1,0,1,9.44,157.5,51.2,Medium
PROJ-618467,Vadodara Mumbai Expressway Karvad - Jujuwa from Km. 128.000 to Km. 154.600 Phase-I Package-IX,Roads & Highways,Ministry of Road Transport & Highways,Maharashtra,Mumbai,NHAI,2594.0,2587.04,235.55,27,49,2023-07-11,2025-10-13,2027-07-31,22.0,9.08,Adani Infra Ltd,2,Central,Not Started,Obtained,Not Required,Complete,Open,4,2026-08-12,3.9,1,0,1,0.0,81.48,45.2,Medium
PROJ-618463,Vadodara Mumbai Expressway Kim to Ankleshwar Phase IA - Pkg V,Roads & Highways,Ministry of Road Transport & Highways,Maharashtra,Mumbai,NHAI,1325.0,2807.48,1546.7,44,102,2018-02-19,2021-10-31,2026-08-31,91.0,55.09,Tata Projects Ltd,4,Externally Aided,Not Started,Pending,Not Required,Partial,Limited,1,2026-01-28,4.9,1,1,1,111.89,131.82,80.5,High
PROJ-619198,Vadodara Mumbai Expressway Phase II - Pkg XII [Km. 50.700 to Km. 77.000] Masvan - Ganjad,Roads & Highways,Ministry of Road Transport & Highways,Maharashtra,Mumbai,NHAI,1711.0,2388.52,979.42,43,73,2020-08-07,2024-03-22,2026-08-31,100.0,41.01,Shapoorji Pallonji Co,2,State,Partial,Obtained,Obtained,Partial,Limited,1,2026-03-08,5.4,2,1,1,39.6,69.77,61.4,Medium
PROJ-618469,Vadodara Mumbai Expressway Phase II - Pkg XIII [Km. 26.582 to Km. 50.700] Shirsad - Masvan,Roads & Highways,Ministry of Road Transport & Highways,Maharashtra,Mumbai,NHAI,3537.0,4679.54,1986.56,44,75,2020-06-06,2024-02-08,2026-08-31,98.0,42.45,Tata Projects Ltd,2,Central,Complete,Pending,Obtained,Not Started,Single,4,2026-06-29,6.7,2,1,1,32.3,70.45,61.8,Medium
PROJ-618470,Vadodara Mumbai Expressway Phase II - Pkg XIV [Km. 3.000 to Km. 20.200 of Spur] Shirsad - Akloli,Roads & Highways,Ministry of Road Transport & Highways,Maharashtra,Mumbai,NHAI,2059.0,2324.72,634.55,35,63,2021-05-27,2024-05-11,2026-08-31,98.0,27.3,Patel Engineering,4,Externally Aided,Complete,Pending,Not Required,Not Started,Limited,3,2026-07-03,4.6,2,1,1,12.91,80.0,53.8,Medium
PROJ-618471,Vadodara Mumbai Expressway Phase II - Pkg XV [Km. 20.200 to Km. 43.000 of Spur] Akloli - Amne,Roads & Highways,Ministry of Road Transport & Highways,Maharashtra,Mumbai,NHAI,2611.0,2918.39,651.95,36,63,2021-05-18,2024-05-11,2026-08-31,95.0,22.34,Patel Engineering,2,PPP,Complete,Obtained,Obtained,Partial,Open,5,2026-02-12,5.9,1,1,1,11.77,75.0,47.8,Medium
PROJ-618472,Vadodara Mumbai Expressway Phase II - Pkg XVI [Km. 43.000 to Km. 69.800 of Spur] Amne - Bhoj,Roads & Highways,Ministry of Road Transport & Highways,Maharashtra,Mumbai,NHAI,4052.0,4315.56,952.69,40,62,2021-06-24,2024-10-31,2026-08-31,96.0,22.08,Adani Infra Ltd,3,Central,Not Started,Obtained,Pending,Partial,Open,3,2026-04-08,4.7,1,0,1,6.5,55.0,44.7,Medium
PROJ-618473,Vadodara Mumbai Expressway Phase II - Pkg XVII [Km. 69.800 to Km. 79.783 of Spur] Bhoj - Morbe,Roads & Highways,Ministry of Road Transport & Highways,Maharashtra,Mumbai,NHAI,2209.0,2463.02,931.24,46,60,2021-09-03,2025-07-17,2026-08-31,91.0,37.81,Larsen & Toubro Ltd,3,Externally Aided,Not Started,Pending,Not Required,Not Started,Single,1,2026-04-24,7.1,3,1,1,11.5,30.43,37.0,Medium
PROJ-619064,Vadodara Mumbai Expressway Talsari to Karvad Phase IB - Pkg X [Km 103.400 to Km 128.000],Roads & Highways,Ministry of Road Transport & Highways,Maharashtra,Mumbai,NHAI,1910.0,2652.24,1097.32,41,87,2020-10-07,2024-03-21,2027-12-31,36.0,41.37,Ashoka Buildcon Ltd,1,State,Partial,Obtained,Pending,Complete,Open,4,2026-01-11,4.7,0,1,1,38.86,112.2,63.6,Medium
PROJ-618893,Varanasi Gorakhpur Section Packege IV from km. 149.540 to km. 215.160 Mau-Gorakhpur,Roads & Highways,Ministry of Road Transport & Highways,Uttar Pradesh,Varanasi,NHAI,2967.0,3475.65,3455.15,54,137,2015-04-16,2019-10-07,2026-08-31,97.0,99.41,Larsen & Toubro Ltd,3,State,Partial,Obtained,Obtained,Complete,Single,1,2026-06-03,7.1,0,1,1,17.14,153.7,50.0,Medium
PROJ-618529,Varanasi Ring Road Pkg-II connecting Sandaha Village km 11.70 / NH-29 with Revasa Village km 818.80 / NH-2,Roads & Highways,Ministry of Road Transport & Highways,Uttar Pradesh,Varanasi,NHAI,1992.0,1832.66,1751.26,50,106,2017-12-26,2022-02-13,2026-10-31,97.0,87.91,Shapoorji Pallonji Co,2,Central,Partial,Pending,Not Required,Complete,Limited,3,2026-02-26,5.0,2,0,1,0.0,112.0,44.9,Medium
PROJ-618844,Viluppuram Km.0.000 to Puducherry Km.29.000,Roads & Highways,Ministry of Road Transport & Highways,Jammu and Kashmir,Anantnag,NHAI,1358.0,1162.44,526.41,69,103,2018-03-01,2023-11-24,2026-09-30,98.0,38.76,Hindustan Construction Company (HCC),2,Central,Complete,Pending,Not Required,Partial,Single,3,2026-08-03,6.4,0,0,1,0.0,49.28,31.9,Low
PROJ-618769,Walajahpet/Ranipet to TN/AP Border Section of from Km.106.800 to Km.133.36 NH-4,Roads & Highways,Ministry of Road Transport & Highways,Madhya Pradesh,Rewa,NHAI,1338.0,1214.7,240.77,34,34,2024-12-06,2027-09-29,2027-09-29,16.0,17.99,Patel Engineering,0,Central,Complete,Not Required,Obtained,Complete,Limited,1,2026-03-06,7.8,0,0,0,0.0,0.0,8.0,Low
PROJ-618354,Wideinig & Upgradation to 2-lanes with paved shoulders road from Tamenglong to Mahur NH-137 in the State of Assam starting from km 96.870 near Jiri River to km 116.550 near Hangrum Package-7 on EPC mode Package7,Roads & Highways,Ministry of Road Transport & Highways,Assam,Guwahati,NHIDCL,847.0,847.0,481.81,27,37,2023-12-11,2026-03-04,2026-12-31,90.0,56.88,Afcons Infrastructure,4,Central,Complete,Pending,Pending,Complete,Open,5,2026-03-28,4.2,3,0,1,0.0,37.04,33.2,Low
PROJ-618063,Widening & Strenghteningof section from Bharthana chowk to Kodarkoot km.0.00 to km.40.00 of NH-91-A on EPC mode,Roads & Highways,Ministry of Road Transport & Highways,Kerala,Thrissur,MoRTH,262.0,343.77,115.38,54,81,2020-03-30,2024-09-18,2026-12-31,94.0,33.56,Patel Engineering,2,State,Complete,Pending,Not Required,Not Started,Open,5,2026-02-03,6.5,0,1,1,31.21,50.0,51.5,Medium
PROJ-617983,Widening & Strengthening of Existing 2LPS to 4 lane PS from Km 150000 to Km 159000 and Km 165400 to Km 186000 of NH-163 old NH-202 under NH O for the year 2020-21 on EPC Mode in the state of Telangana.,Roads & Highways,Ministry of Road Transport & Highways,Telangana,Hyderabad,MoRTH,317.0,300.56,190.86,40,65,2021-03-30,2024-07-16,2026-08-31,91.0,60.21,Ashoka Buildcon Ltd,1,PPP,Complete,Obtained,Not Required,Partial,Limited,1,2026-03-06,5.0,2,0,1,0.0,62.5,36.0,Medium
PROJ-618012,"Widening & strengthenlng to 2LPS from km 0,000 to 40.000 Dhaugaon- Podamari section of NH 326 in the State of Odisha under Annual Plan 2021.22.",Roads & Highways,Ministry of Road Transport & Highways,Odisha,Bhubaneswar,MoRTH,187.0,187.0,46.39,46,57,2022-03-31,2026-02-04,2026-12-31,60.0,24.81,IRB Infrastructure Developers,3,PPP,Complete,Pending,Obtained,Partial,Open,4,2026-05-05,5.8,1,0,1,0.0,23.91,22.5,Low
PROJ-617958,Widening & Strenthening from km132.895 to km 190.15 NH-80,Roads & Highways,Ministry of Road Transport & Highways,Tamil Nadu,Salem,MoRTH,566.0,566.0,293.89,43,68,2021-03-31,2024-11-03,2026-11-30,73.0,51.92,Larsen & Toubro Ltd,1,PPP,Partial,Pending,Obtained,Complete,Open,3,2026-07-15,3.9,3,0,1,0.0,58.14,40.4,Medium
PROJ-618410,Widening & Up-gradation to 2 lane with paved shoulder of NH-301 Kargil- Zanskar Road from Design Km .30.040 Ex. Km. 30.000 to Design Km 57.000 Ex. Km. 57.905 of 26.960 Km length Pkg-II,Roads & Highways,Ministry of Road Transport & Highways,Ladakh,Kargil,NHIDCL,405.0,405.0,360.06,21,66,2021-03-31,2023-01-02,2026-10-05,85.0,88.9,Hindustan Construction Company (HCC),4,PPP,Not Started,Pending,Not Required,Complete,Limited,3,2026-01-31,6.1,3,0,1,0.0,214.29,52.0,Medium
PROJ-618409,Widening & Up-gradation to 2 lane with Paved shoulder of NH-301 Kargil- Zanskar Road from Design km 57.000 Ex. Km. 57.905 to Km 87.000 Ex. Km. 88.2491 of 30.000 Km length Pkg-lll,Roads & Highways,Ministry of Road Transport & Highways,Ladakh,Kargil,NHIDCL,381.0,381.0,313.34,21,65,2021-03-31,2023-01-02,2026-08-30,91.0,82.24,Larsen & Toubro Ltd,3,Central,Complete,Obtained,Pending,Complete,Limited,3,2026-03-14,6.7,0,0,1,0.0,209.52,42.0,Medium
PROJ-618352,Widening & Upgradation to 2 lanes with paved shoulders road from Tamenglong to Mahur NH-137 in the State of Assam starting from km 136.500 near Hejaichak to km 156.489 near P. Leikul Package-9 on EPC mode under NHO-NE Package-9,Roads & Highways,Ministry of Road Transport & Highways,Assam,Guwahati,NHIDCL,860.0,614.43,559.51,29,42,2023-03-31,2025-08-29,2026-09-30,88.0,65.06,Ashoka Buildcon Ltd,3,PPP,Partial,Obtained,Pending,Complete,Open,5,2026-03-08,6.0,1,0,1,0.0,44.83,35.9,Medium
PROJ-618351,Widening & Upgradation to 2 lanes with paved shoulders road from Tamenglong to Mahur NH-137 in the State of Assam starting from km 156.489 near P. Leikul to km 176.410 near Borowapu on EPC mode under NHO-NE Assam portion Package-10,Roads & Highways,Ministry of Road Transport & Highways,Assam,Guwahati,NHIDCL,890.0,693.15,605.43,29,42,2023-03-31,2025-08-29,2026-09-30,90.0,68.03,Patel Engineering,4,PPP,Complete,Obtained,Pending,Not Started,Open,2,2026-07-28,5.4,3,0,1,0.0,44.83,36.5,Medium
PROJ-618353,Widening & Upgradation to 2-lanes with paved shoulders road from Tamenglong to Mahur NH-137 in the State of Assam starting from km 116.480 near Hangrum to km 136.500 near Hejaichak Package-8 on EPC mode under NHO-NE Package 8,Roads & Highways,Ministry of Road Transport & Highways,Assam,Guwahati,NHIDCL,904.0,904.0,563.52,29,42,2023-03-29,2025-08-29,2026-09-30,85.0,62.34,Afcons Infrastructure,2,Central,Partial,Pending,Not Required,Complete,Single,2,2026-07-28,4.9,1,0,1,0.0,44.83,31.9,Low
PROJ-618082,Widening & Upgradation to four lane configuration from Km.34.900 Bhadohi to km.73.134 Jaunpur of NH-135A on EPC mode,Roads & Highways,Ministry of Road Transport & Highways,Uttar Pradesh,Meerut,MoRTH,396.0,392.03,0.0,37,66,2021-03-31,2024-05-14,2026-09-30,95.0,0.0,Shapoorji Pallonji Co,3,Central,Partial,Obtained,Not Required,Complete,Open,3,2026-07-16,5.1,2,0,1,0.0,78.38,44.6,Medium
PROJ-617928,"Widening 2 lane to 4-lane from KM 92/320 to Km 115/320 Vav Chokdi-Satlasana to to Vrundavan Chokdi, Kheralu on NH-58 in the State of Gujarat.",Roads & Highways,Ministry of Road Transport & Highways,Gujarat,Ahmedabad,MoRTH,151.0,171.27,0.0,48,53,2022-03-16,2026-03-14,2026-08-10,98.0,0.0,Ashoka Buildcon Ltd,3,Central,Not Started,Obtained,Not Required,Not Started,Open,2,2026-05-29,6.3,1,1,0,13.42,10.42,24.8,Low
PROJ-618141,Widening and Improvement of existing carriage way to 2 lane with paved shoulders from Km. 86/160 to 131/730 of Jangaon-Duddeda section of NH-365B in the State of Telangana on EPC Mode,Roads & Highways,Ministry of Road Transport & Highways,Telangana,Hyderabad,MoRTH,423.0,423.48,184.83,35,59,2022-01-05,2024-12-18,2026-12-15,78.0,43.65,Adani Infra Ltd,4,Central,Not Started,Pending,Not Required,Complete,Single,5,2026-02-17,6.6,3,0,1,0.11,68.57,50.7,Medium
PROJ-618242,Widening and Reconstruction to 4-lane/4-lane with service road including structures from Pokharia More at Km 47.600 Ex. Km 50.230 to Govindpur at km 62.949 Ex. Km 65.325 of Nh-419 in the State of Jharkhand on EPC mode.,Roads & Highways,Ministry of Road Transport & Highways,Jharkhand,Ranchi,MoRTH,300.0,300.0,94.18,44,56,2022-05-09,2026-01-03,2027-01-03,55.0,31.39,Patel Engineering,3,Externally Aided,Not Started,Obtained,Not Required,Partial,Open,4,2026-03-08,4.4,1,0,1,0.0,27.27,26.7,Low
PROJ-618060,Widening and Strengthening of existing paveemnt to two lane with paved shoulders from km 116.00 to km 176.355 of NH-75E in the State of Jharkhand on EPC mode.,Roads & Highways,Ministry of Road Transport & Highways,Jharkhand,Ranchi,MoRTH,315.0,315.0,162.16,30,57,2022-01-21,2024-07-16,2026-10-31,89.0,51.48,Tata Projects Ltd,2,Externally Aided,Not Started,Obtained,Pending,Complete,Open,5,2026-08-12,5.6,3,0,1,0.0,90.0,50.0,Medium
PROJ-617918,"Widening and Strengthening of existing S/L, I/L, & D/L to 2 Lane with PS from Km 256/455 to 256/503, 256/820 to 256/960, 265/760 to 266/010, 266/010 to 266/800, 270/975 to 271/055, 276/460 to 276/560, 276/560 to 276/700, 276/700 to 277/480, 285/780 to 288/290, 288/290 to 291/050 and construction of 3 Nos. of Bypass from Km 266/800 to 267/300, 270/025 to 270/975, & 284/700 to 285/780 on NH-53 under NHO in Annual Plan 2022-23 for the State of Odisha.",Roads & Highways,Ministry of Road Transport & Highways,Odisha,Bhubaneswar,MoRTH,174.0,174.0,6.43,58,58,2023-03-01,2027-12-29,2027-12-29,0.0,3.7,Dilip Buildcon Ltd,1,Central,Partial,Obtained,Not Required,Complete,Open,0,2026-01-15,9.6,0,0,0,0.0,0.0,8.0,Low
PROJ-618178,Widening and strengthening of Gangakhed to Kingaon section of NH-752K in Km 38/750 to 72/304 Flexible Pavement Length33.554 km to 2-lane configuration on EPC mode in the State of Maharashtra.,Roads & Highways,Ministry of Road Transport & Highways,Maharashtra,Mumbai,MoRTH,163.0,163.0,0.0,28,33,2024-02-12,2026-06-03,2026-10-30,72.0,0.0,Ashoka Buildcon Ltd,1,State,Not Started,Pending,Pending,Not Started,Open,3,2026-07-23,5.8,1,0,1,0.0,17.86,23.4,Low
PROJ-618206,Widening and Strengthening of Rafiabad-Kupwara-Chowkibal-Tangdhar-Chamkot NH-701 road from design Ch. From 0000 to 51000 to two lanes with paved shoulders under Project Beacon in the UT of Jammu & Kashmir on EPC mode Package-I.,Roads & Highways,Ministry of Road Transport & Highways,Jammu and Kashmir,Jammu,MoRTH,1405.0,1405.0,160.59,38,38,2024-03-11,2027-05-08,2027-05-08,42.0,11.43,GMR Infrastructure,0,Central,Partial,Not Required,Obtained,Complete,Limited,0,2026-02-20,8.8,0,0,0,0.0,0.0,8.0,Low
PROJ-618201,"Widening and strengthening to 2 lane with paved shoulder from existing Ch. Km 56720 to Km 100820 and Design Ch. From Km 62600 to Km 106360 Total Length43.760 Km on SRINAGAR -BARAMULA URINH-01 in the UT of Jammu & Kashmir under project BEACON, Border Roads Organization BRO on EPC mode.",Roads & Highways,Ministry of Road Transport & Highways,Jammu and Kashmir,Srinagar,MoRTH,702.0,702.0,0.0,38,46,2023-09-11,2026-11-17,2027-06-30,51.0,0.0,NCC Limited,4,Central,Partial,Obtained,Obtained,Complete,Limited,4,2026-03-21,4.2,0,0,1,0.0,21.05,21.6,Low
PROJ-618106,Widening and Strengthening to 2/4 lane with paved shoulders of Mahabubnagar Chincholi section from Km 0/0 to Km 60/255 of NH-167N in the state of Telangana under Annual plan 2021-22 on EPC modepackage-I under NHO Job No.167N-TS-2021-22-75,Roads & Highways,Ministry of Road Transport & Highways,Telangana,Hyderabad,MoRTH,704.0,704.0,304.65,70,70,2022-01-24,2027-11-14,2026-03-31,91.0,43.27,GMR Infrastructure,0,State,Complete,Obtained,Obtained,Complete,Open,0,2026-08-01,9.1,0,0,0,0.0,0.0,8.0,Low
PROJ-617920,Widening and Strengthening to 2LPS including LA from km 318.970 to 353.450 Balikuda-Mulkani Section of NH-55 under NHO in Annual Plan 2022-23 in the State of Odisha. Job No. NH-55-OD-2022-23-656,Roads & Highways,Ministry of Road Transport & Highways,Odisha,Bhubaneswar,MoRTH,512.0,512.0,7.64,64,64,2022-01-24,2027-06-02,2027-06-02,3.0,1.49,NCC Limited,0,State,Complete,Obtained,Obtained,Complete,Limited,0,2026-04-12,8.1,0,0,0,0.0,0.0,8.0,Low
PROJ-617921,Widening and strengthening to 2LPS including LA of Kandarpur-Balikuda from km 277/500 to 318/970 of NH-55 in the State of Odisha under Annual Plan 2021-22.,Roads & Highways,Ministry of Road Transport & Highways,Odisha,Bhubaneswar,MoRTH,500.0,500.0,131.36,38,56,2022-03-24,2025-06-04,2026-11-24,66.0,26.27,Ashoka Buildcon Ltd,4,State,Not Started,Obtained,Pending,Partial,Single,3,2026-05-03,4.0,3,0,1,0.0,47.37,41.0,Medium
PROJ-618105,Widening and strengthening to 4 lane / 2-lane with paved shoulders of Mahabubnagar - Chincholi section from km 60/255 to Km 102/834 of NH-167N in the State of Telangana on EPC mode.,Roads & Highways,Ministry of Road Transport & Highways,Telangana,Hyderabad,MoRTH,631.0,631.0,125.34,43,56,2022-03-07,2025-10-08,2026-11-02,47.0,19.86,IRB Infrastructure Developers,4,Central,Not Started,Pending,Pending,Partial,Limited,3,2026-05-28,6.3,1,0,1,0.0,30.23,32.0,Low
PROJ-617899,Widening and Strengthening to 4LPS/2LPS from km 0.000 to 35.800 Kuakhia - Mangalpur section of NH 20 in the state of Odisha on Annual Plan 2021-22,Roads & Highways,Ministry of Road Transport & Highways,Odisha,Bhubaneswar,MoRTH,636.0,636.0,296.5,46,56,2022-03-31,2026-02-06,2026-11-30,56.0,46.62,IRB Infrastructure Developers,1,Central,Partial,Obtained,Pending,Partial,Limited,5,2026-02-05,6.0,0,0,1,0.0,21.74,20.5,Low
PROJ-618264,"Widening and Strengthening to two Lane with Paved Shoulder/Four Lane with paved shoulder configuration from km. 61.500 of NH-727B near Nawalpur km 178.500 of Sonauli Balia Marg, Old SH-01 i.e. end point of Salempur Bypass to km. 106.495 of NH-727B near Sikanderpur under EPC mode",Roads & Highways,Ministry of Road Transport & Highways,Himachal Pradesh,Bilaspur,MoRTH,2062.0,2062.0,222.2,60,60,2023-05-17,2028-05-30,2028-05-30,41.0,10.78,Shapoorji Pallonji Co,1,State,Complete,Obtained,Obtained,Complete,Limited,1,2026-08-07,7.4,1,0,0,0.0,0.0,8.0,Low
PROJ-618222,Widening and Strengthening up gradation to 2 lane with paved shoulder from existing chainage Km 192.98 to Km 229.820 design chainage Km 162.800 to Km 198.18 under 31 BRTF on Akhnoor-Poonch Road NH-144A in the UT of Jammu and Kashmir under Project Sampark Border Roads Organisation BRO on EPC Mode Package-VIII Job No NH-144A-J&K-2022-2023-111,Roads & Highways,Ministry of Road Transport & Highways,Jammu and Kashmir,Jammu,MoRTH,562.0,562.0,158.68,39,54,2022-10-06,2026-01-04,2027-03-31,71.0,28.23,Patel Engineering,1,State,Not Started,Obtained,Not Required,Partial,Limited,2,2026-06-13,4.0,3,0,1,0.0,38.46,30.1,Low
PROJ-618380,Widening and Up-gradation to 2- Lane with Paved Shoulder Configuration and geometric improvement from Km. 125. 000 to Km 166 Package-3 on Aizawl Tuipang Section of NH-54 in the State of Mizoram Package-3,Roads & Highways,Ministry of Road Transport & Highways,Mizoram,Aizawl,NHIDCL,867.0,867.0,525.13,43,81,2019-09-30,2023-04-24,2026-06-30,98.0,60.57,Hindustan Construction Company (HCC),1,Externally Aided,Partial,Pending,Obtained,Partial,Single,2,2026-01-12,6.1,0,0,1,0.0,88.37,40.4,Medium
PROJ-618379,Widening and Up-gradation to 2- Lane with Paved Shoulder Configuration and geometric improvement from Km. 208. 000 to Km 250.000 Package-5 on Aizawl Tuipang Section of NH-54 in the State of Mizoram Package-5,Roads & Highways,Ministry of Road Transport & Highways,Mizoram,Aizawl,NHIDCL,753.0,753.0,125.64,43,81,2019-09-30,2023-04-24,2026-06-30,95.0,16.69,Larsen & Toubro Ltd,4,Central,Not Started,Pending,Pending,Partial,Open,3,2026-07-22,6.0,0,0,1,0.0,88.37,49.2,Medium
PROJ-618383,Widening and up-gradation to 2-lane with paved shoulder configuration and geometric improvements from km 339.00 to km 380.00 Siaha on Aizawl-Tuipang section under JICA ODA Loan assistance Phase-I Package-8,Roads & Highways,Ministry of Road Transport & Highways,Mizoram,Aizawl,NHIDCL,637.0,637.0,547.01,48,81,2019-09-30,2023-09-15,2026-06-30,100.0,85.87,Adani Infra Ltd,3,PPP,Not Started,Pending,Not Required,Partial,Open,2,2026-07-05,4.3,3,0,1,0.0,68.75,48.7,Medium
PROJ-618397,Widening and Up-gradation to 2-Lane with Paved Shoulder of configuration and geometric improvement from Km 0.000 to Km 16.990 on Chenani Sudhmahadev section of NH-244 in UT of Jammu and Kashmir to be executed on EPC basis,Roads & Highways,Ministry of Road Transport & Highways,Jammu and Kashmir,Jammu,NHIDCL,256.0,256.0,239.96,32,93,2018-03-14,2020-11-21,2025-12-15,94.0,93.73,Hindustan Construction Company (HCC),4,Central,Complete,Pending,Pending,Not Started,Open,5,2026-08-03,5.0,0,0,1,0.0,190.62,48.5,Medium
PROJ-617997,Widening of existing 2 lane to 4 lane with paved shoulder from Designed km 25.15 to km 56.70 Except Km 52.70 to 53.50 of NH-169 Nellisara Camp to Thirthahalli of NH-169 on Shimoga-Mangalore section in the state of Karnataka on EPC mode under Annual plan 2022-23 NH-169-KNT-2022-23-978 dated 08.03.2023,Roads & Highways,Ministry of Road Transport & Highways,Karnataka,Bengaluru,MoRTH,539.0,539.0,20.63,60,60,2023-03-08,2028-02-24,2028-02-24,6.0,3.83,Shapoorji Pallonji Co,0,State,Complete,Obtained,Not Required,Complete,Single,0,2026-01-24,7.0,0,0,0,0.0,0.0,8.0,Low
